Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
642,25-10-2025,20:05,20:16,11,Planning,High-Focus,Medium,High,External,Multitasking,Roommate Noise,Low,Happy,Low,6.0,Hungry,Café,Quiet,Bright,Hot,7,Short Walk,No,Major,85,31,Micro
643,17-10-2025,17:27,17:38,11,Studying,Passive,Hard,Low,External,Phone Call,Phone,Low,Calm,Low,3.4,Normal,cafe,Loud,Normal,Cold,3,Break,Yes,Minor,53,14,Medium
644,18-10-2025,10:52,11:11,19,Reading,Creative,Medium,High,Internal,Slack Notification,Phone,High,Anxious,Low,7.5,Fasting,Home,Loud,Dim,Cold,15,Continued Task,No,None,59,14,Major
645,14-10-2025,19:32,19:37,5,Designing,Passive,Easy,Medium,External,Fatigue,Colleague,High,Tired,Low,3.3,Fasting,Library,Loud,Bright,Comfortable,7,Continued Task,Yes,None,0,66,Micro
646,17-10-2025,06:39,06:44,5,Planning,Repetitive,Medium,Medium,External,Phone Call,Self-thoughts,Medium,Anxious,High,5.8,Normal,Lab,Loud,Bright,Hot,3,Ignored Phone,Yes,None,94,30,Micro
647,21-10-2025,21:01,21:12,11,Designing,Passive,Easy,Low,External,Notification,Phone,Medium,Happy,Medium,3.8,Caffeinated,Home,Moderate,Bright,Hot,3,Ignored Phone,No,Major,45,52,Major
648,20-10-2025,20:51,21:13,22,Coding,Passive,Hard,Low,Internal,Notification,Background Music,High,Calm,Low,4.9,Normal,Café,Moderate,Bright,Comfortable,7,Continued Task,Yes,None,28,42,Micro
649,22-10-2025,23:06,23:14,8,Planning,Repetitive,Medium,Medium,External,Notification,Digital,High,Happy,Medium,6.4,Caffeinated,Outdoors,Loud,Bright,Cold,1,Continued Task,No,Minor,84,52,Major
650,22-10-2025,08:07,08:17,10,Browsing,Creative,Medium,High,External,Hunger,Roommate Noise,High,Neutral,Low,4.2,Normal,Office,Moderate,Normal,Cold,1,Coffee,Yes,Minor,71,39,Medium
651,23-10-2025,23:22,23:25,3,Studying,Passive,Medium,Low,Internal,Person Talking,Self-thoughts,Low,Calm,Low,4.6,After Meal,Home,Loud,Dim,Hot,14,Meditation,Yes,None,69,49,Micro
652,13-10-2025,17:17,17:25,8,Studying,Repetitive,Medium,Medium,Internal,Social Media,Environment,High,Calm,High,6.3,Normal,cafe,Moderate,Bright,Cold,10,Continued Task,No,None,27,27,Micro
653,13-10-2025,15:18,15:25,7,Writing,Passive,Hard,Low,External,Phone Ping,Colleague,Medium,Anxious,Low,7.0,Normal,Café,Loud,Bright,Hot,8,Coffee,Yes,Minor,10,22,Micro
654,14-10-2025,07:18,07:31,13,Reading,Repetitive,Easy,Medium,Internal,Slack Notification,Noise,Medium,Happy,Medium,7.2,Hungry,Home,Loud,Normal,Cold,1,Coffee,Yes,None,0,43,Medium
655,15-10-2025,13:34,13:44,10,Writing,Creative,Easy,High,External,Social Media Alert,Background Music,Low,Happy,High,7.0,Just Ate,Lab,Moderate,Dim,Comfortable,11,Coffee,Yes,Major,95,15,Micro
656,21-10-2025,10:39,10:49,10,Coding,Repetitive,Easy,Low,External,Phone Ping,Roommate Noise,Low,Calm,Medium,5.0,After Meal,Lab,Moderate,Bright,Cold,8,Coffee,No,Moderate,78,4,Micro
657,24-10-2025,11:05,11:13,8,Reading,High-Focus,Easy,Medium,Internal,Phone Vibration,Noise,Medium,Bored,High,7.3,Normal,cafe,Loud,Normal,Comfortable,3,Break,Yes,Major,19,37,Major
658,23-10-2025,10:35,10:44,9,Browsing,Passive,Hard,High,Internal,Fatigue,Noise,Low,Bored,Medium,7.7,Hungry,Office,Quiet,Normal,Hot,6,Continued Task,Yes,None,30,29,Medium
659,13-10-2025,19:22,19:32,10,Browsing,High-Focus,Hard,Low,External,Daydreaming,Background Music,Medium,Tired,Low,4.6,Just Ate,Home,Moderate,Normal,Hot,8,Meditation,No,Moderate,55,18,Major
660,13-10-2025,08:43,08:54,11,Planning,High-Focus,Hard,Low,External,Person Talking,Mental,Low,Calm,High,12.0,Fasting,Home,Quiet,Dim,Comfortable,1,Music,No,Major,20,44,Micro
661,17-10-2025,19:09,19:18,9,Planning,Repetitive,Hard,Low,Internal,Phone Ping,Background Music,High,Stressed,High,6.8,Hungry,Library,Loud,Dim,Comfortable,4,Meditation,No,Minor,52,50,Micro
662,23-10-2025,13:12,13:27,15,Writing,High-Focus,Medium,Low,External,Multitasking,Internet,High,Happy,Low,7.6,Normal,Library,Loud,Bright,Cold,12,Continued Task,No,Major,26,22,Medium
663,17-10-2025,12:19,12:20,1,Writing,Repetitive,Medium,High,Internal,Fatigue,Digital,High,Bored,Medium,6.2,Just Ate,Office,Moderate,Dim,Comfortable,10,Short Walk,No,Minor,58,17,Medium
664,25-10-2025,21:43,21:50,7,Planning,Passive,Easy,Medium,Internal,Notification,Environment,High,Bored,Low,6.2,After Meal,Outdoors,Moderate,Normal,Comfortable,8,Short Walk,Yes,Major,122,35,Micro
665,12-10-2025,23:35,23:41,6,Studying,Repetitive,Easy,High,External,Phone Call,Internet,Medium,Bored,Low,6.1,Normal,cafe,Quiet,Dim,Hot,11,Coffee,Yes,Minor,19,7,Medium
666,14-10-2025,09:55,09:58,3,Studying,Repetitive,Easy,Low,External,Random Thought,Environment,High,Calm,High,7.7,Caffeinated,Lab,Loud,Normal,Cold,10,Meditation,No,Major,49,17,Medium
667,13-10-2025,15:59,16:17,18,Coding,Repetitive,Easy,Medium,Internal,Hunger,Internet,Medium,Calm,Low,9.3,Hungry,Office,Quiet,Dim,Hot,4,Music,Yes,None,56,13,Medium
668,14-10-2025,21:13,21:20,7,Studying,Creative,Easy,Medium,Internal,Boredom,Mental,High,Calm,Low,5.8,Just Ate,Café,Moderate,Normal,Comfortable,12,Coffee,No,Major,22,38,Micro
669,17-10-2025,10:47,11:13,26,Writing,Creative,Hard,High,Internal,Phone Vibration,Pet,Medium,Tired,High,8.1,Caffeinated,Outdoors,Quiet,Dim,Hot,14,Short Walk,Yes,Minor,50,41,Major
670,17-10-2025,09:43,10:00,17,Browsing,Creative,Medium,High,Internal,Phone Call,Phone,Low,Calm,Low,5.2,After Meal,Library,Loud,Normal,Hot,10,Break,Yes,None,90,28,Major
671,21-10-2025,19:09,19:21,12,Meeting,Creative,Easy,Low,External,Social Media Alert,Roommate Noise,Low,Happy,High,4.9,Hungry,Café,Loud,Normal,Comfortable,11,Break,Yes,Moderate,53,22,Major
672,25-10-2025,09:53,09:57,4,Meeting,Passive,Medium,High,Internal,Fatigue,Internal Worry,Low,Neutral,Low,3.8,Just Ate,Office,Moderate,Normal,Cold,11,Meditation,Yes,Moderate,88,66,Micro
673,21-10-2025,22:34,22:38,4,Designing,Passive,Medium,Medium,External,Fatigue,Internet,Low,Bored,Medium,7.0,After Meal,Home,Quiet,Dim,Cold,3,Music,Yes,Major,80,36,Micro
674,16-10-2025,15:01,15:10,9,Reading,Creative,Hard,High,External,Social Media Alert,Digital,Medium,Calm,Medium,5.0,Hungry,Office,Loud,Dim,Comfortable,4,Continued Task,No,Moderate,25,30,Micro
675,24-10-2025,11:20,11:37,17,Meeting,High-Focus,Hard,Low,Internal,Daydreaming,Background Music,Low,Stressed,Low,5.8,After Meal,Café,Moderate,Normal,Cold,15,Ignored Phone,No,Major,37,29,Medium
676,16-10-2025,09:40,09:52,12,Designing,Creative,Easy,Low,External,Slack Notification,Phone,Low,Calm,Medium,6.4,Just Ate,Home,Quiet,Bright,Cold,1,Music,Yes,Major,75,6,Major
677,25-10-2025,10:40,10:49,9,Designing,Passive,Hard,High,Internal,Phone Ping,Self-thoughts,Low,Happy,Low,6.4,After Meal,Office,Quiet,Bright,Hot,8,Music,Yes,Major,75,7,Medium
678,12-10-2025,17:25,17:38,13,Designing,High-Focus,Easy,Low,Internal,Random Thought,Physical,Low,Bored,Low,4.7,Normal,Outdoors,Quiet,Bright,Hot,5,Coffee,Yes,Moderate,28,24,Major
679,18-10-2025,06:38,07:02,24,Browsing,High-Focus,Hard,Low,External,Notification,Internet,High,Bored,Low,4.6,Just Ate,Café,Moderate,Bright,Hot,2,Meditation,Yes,Major,0,71,Medium
680,16-10-2025,07:53,08:08,15,Coding,Repetitive,Hard,Low,Internal,Phone Vibration,Background Music,High,Anxious,High,5.2,After Meal,Outdoors,Loud,Bright,Hot,7,Break,No,Major,32,1,Major
681,22-10-2025,15:56,16:16,20,Coding,High-Focus,Hard,Medium,External,Multitasking,Roommate Noise,Medium,Anxious,Low,7.5,Fasting,Outdoors,Loud,Bright,Hot,6,Ignored Phone,No,Moderate,60,56,Micro
682,19-10-2025,18:53,19:07,14,Planning,Repetitive,Medium,Low,Internal,Phone Ping,Colleague,Medium,Happy,Medium,3.0,Fasting,Home,Moderate,Dim,Hot,5,Continued Task,Yes,Minor,47,32,Micro
683,24-10-2025,10:16,10:23,7,Meeting,Passive,Easy,Low,External,Fatigue,Internet,High,Happy,High,8.5,Caffeinated,Outdoors,Quiet,Dim,Hot,2,Music,No,Minor,28,21,Major
684,25-10-2025,20:23,20:41,18,Designing,High-Focus,Hard,High,Internal,Random Thought,Background Music,High,Neutral,Medium,5.0,Just Ate,Lab,Quiet,Bright,Hot,8,Coffee,No,None,7,21,Major
685,20-10-2025,17:11,17:17,6,Reading,Passive,Hard,Medium,Internal,Random Thought,Noise,High,Tired,Low,6.2,After Meal,Library,Quiet,Normal,Cold,4,Meditation,No,Major,3,53,Major
686,14-10-2025,08:37,08:51,14,Designing,Creative,Easy,Low,Internal,Person Talking,Self-thoughts,High,Tired,Medium,8.0,Caffeinated,Office,Moderate,Bright,Comfortable,5,Break,Yes,Minor,60,41,Micro
687,21-10-2025,12:37,12:48,11,Studying,High-Focus,Medium,Medium,Internal,Daydreaming,Physical,High,Stressed,Low,5.0,Hungry,Library,Quiet,Bright,Comfortable,12,Ignored Phone,No,Moderate,58,36,Medium
688,14-10-2025,18:22,18:34,12,Writing,Passive,Hard,Medium,Internal,Daydreaming,Mental,High,Stressed,High,7.0,Fasting,Library,Loud,Dim,Comfortable,4,Music,No,Major,13,19,Medium
689,15-10-2025,11:46,12:01,15,Planning,Repetitive,Hard,Low,External,Phone Call,Background Music,Medium,Bored,Low,6.6,Just Ate,Lab,Moderate,Normal,Cold,5,Meditation,Yes,Major,55,38,Major
690,23-10-2025,16:04,16:07,3,Studying,High-Focus,Medium,Medium,External,Noise,Phone,Low,Tired,High,3.0,Normal,Home,Loud,Dim,Hot,11,Break,No,Minor,0,33,Major
691,21-10-2025,11:45,11:51,6,Studying,Repetitive,Medium,Low,Internal,Fatigue,Physical,Low,Calm,Medium,4.0,Fasting,Office,Loud,Dim,Cold,3,Continued Task,Yes,Major,50,13,Medium
692,17-10-2025,14:51,15:15,24,Designing,High-Focus,Medium,Low,External,Social Media Alert,Colleague,Medium,Happy,High,5.2,Caffeinated,Home,Moderate,Bright,Comfortable,12,Music,Yes,Moderate,54,5,Micro
693,21-10-2025,07:05,07:16,11,Meeting,Repetitive,Easy,Low,Internal,Noise,Mental,High,Happy,Medium,4.0,Hungry,Office,Moderate,Normal,Hot,3,Music,Yes,Major,17,29,Micro
694,23-10-2025,15:03,15:09,6,Planning,Passive,Hard,Medium,Internal,Boredom,Colleague,High,Happy,High,6.5,Normal,Café,Loud,Normal,Comfortable,12,Music,No,Moderate,52,45,Medium
695,20-10-2025,23:03,23:12,9,Studying,Repetitive,Hard,Medium,External,Multitasking,Colleague,Low,Calm,High,9.2,Just Ate,Outdoors,Loud,Normal,Cold,5,Short Walk,No,Minor,63,70,Medium
696,15-10-2025,09:13,09:29,16,Planning,Repetitive,Easy,Medium,Internal,Phone Call,Colleague,Medium,Happy,Medium,7.8,Just Ate,cafe,Moderate,Dim,Comfortable,1,Short Walk,No,None,90,10,Micro
697,15-10-2025,17:32,17:33,1,Designing,Creative,Hard,Medium,External,Hunger,Phone,Medium,Happy,Medium,6.3,Just Ate,Home,Moderate,Bright,Cold,11,Ignored Phone,No,None,58,35,Medium
698,21-10-2025,23:33,23:44,11,Browsing,Passive,Easy,High,Internal,Social Media Alert,Colleague,Low,Happy,Medium,6.4,Hungry,cafe,Quiet,Bright,Hot,15,Short Walk,No,Major,88,32,Medium
699,20-10-2025,22:15,22:29,14,Planning,Passive,Hard,Low,Internal,Daydreaming,Internet,Low,Bored,Low,7.4,After Meal,Office,Loud,Dim,Hot,3,Break,Yes,Minor,17,24,Medium
700,14-10-2025,09:34,09:40,6,Browsing,Repetitive,Easy,Medium,External,Social Media,Self-thoughts,High,Calm,High,6.1,Caffeinated,Café,Quiet,Dim,Cold,6,Continued Task,Yes,None,46,37,Micro
701,18-10-2025,17:14,17:24,10,Planning,Creative,Easy,High,Internal,Noise,Background Music,Medium,Tired,High,3.5,Normal,Library,Moderate,Normal,Comfortable,10,Meditation,Yes,Minor,93,30,Major
702,24-10-2025,18:05,18:13,8,Coding,High-Focus,Hard,High,External,Hunger,Environment,High,Calm,Medium,3.9,Just Ate,Home,Moderate,Bright,Comfortable,3,Coffee,Yes,Minor,80,1,Micro
703,21-10-2025,20:45,20:52,7,Studying,Passive,Medium,Medium,External,Random Thought,Phone,Low,Happy,Medium,5.5,Hungry,Lab,Loud,Bright,Cold,4,Short Walk,No,Moderate,0,33,Medium
704,25-10-2025,10:53,11:02,9,Reading,Creative,Hard,Low,External,Slack Notification,Noise,Medium,Neutral,Low,3.0,Caffeinated,Lab,Moderate,Bright,Cold,11,Continued Task,Yes,Moderate,50,21,Micro
705,12-10-2025,20:39,20:45,6,Planning,Creative,Medium,High,External,Multitasking,Digital,Low,Bored,Low,4.1,After Meal,Lab,Moderate,Bright,Comfortable,8,Music,No,Minor,55,6,Medium
706,19-10-2025,12:51,12:52,1,Writing,Creative,Medium,Medium,External,Notification,Roommate Noise,Low,Anxious,High,5.1,Caffeinated,Outdoors,Loud,Normal,Comfortable,5,Break,No,Major,42,41,Medium
707,22-10-2025,16:05,16:12,7,Coding,Creative,Hard,Low,Internal,Social Media Alert,Environment,Medium,Anxious,Medium,6.4,After Meal,Office,Loud,Dim,Hot,13,Ignored Phone,No,None,64,45,Micro
708,24-10-2025,22:18,22:27,9,Meeting,Passive,Medium,Low,Internal,Notification,Colleague,Medium,Calm,Medium,9.1,Fasting,Office,Loud,Dim,Cold,1,Break,Yes,None,4,8,Micro
709,13-10-2025,06:40,06:41,1,Browsing,High-Focus,Medium,Low,Internal,Fatigue,Pet,Medium,Bored,High,3.6,After Meal,Home,Moderate,Normal,Hot,7,Ignored Phone,No,Moderate,76,18,Major
710,18-10-2025,19:34,19:53,19,Writing,Creative,Easy,High,Internal,Boredom,Colleague,Low,Anxious,Low,6.8,Just Ate,Home,Loud,Bright,Cold,7,Continued Task,No,None,30,15,Medium
711,13-10-2025,09:39,09:51,12,Designing,Repetitive,Easy,Low,Internal,Slack Notification,Background Music,High,Calm,High,4.5,Fasting,Outdoors,Moderate,Bright,Cold,7,Short Walk,No,Major,43,12,Micro
712,18-10-2025,11:50,11:52,2,Coding,Repetitive,Easy,Medium,External,Person Talking,Colleague,Low,Stressed,Low,6.8,Normal,Home,Loud,Bright,Cold,1,Coffee,Yes,Major,89,50,Major
713,12-10-2025,22:14,22:36,22,Reading,Creative,Easy,High,External,Social Media,Internal Worry,Medium,Tired,High,9.8,Hungry,Lab,Loud,Dim,Comfortable,9,Short Walk,No,Major,35,72,Micro
714,15-10-2025,11:23,11:24,1,Browsing,Creative,Hard,Low,External,Daydreaming,Phone,High,Calm,Low,6.8,Caffeinated,Outdoors,Moderate,Bright,Cold,1,Continued Task,Yes,None,0,48,Medium
715,15-10-2025,14:09,14:12,3,Planning,Creative,Medium,Low,External,Boredom,Noise,High,Stressed,Medium,7.8,Caffeinated,Library,Quiet,Normal,Cold,1,Music,No,Moderate,0,35,Micro
716,25-10-2025,10:15,10:33,18,Coding,High-Focus,Easy,High,External,Slack Notification,Internal Worry,Medium,Anxious,Low,6.4,Fasting,Outdoors,Quiet,Bright,Hot,6,Coffee,No,Moderate,27,28,Major
717,17-10-2025,18:14,18:25,11,Writing,Repetitive,Medium,Low,Internal,Person Talking,Pet,Medium,Happy,High,6.6,Just Ate,Library,Moderate,Dim,Hot,5,Music,Yes,Minor,29,7,Micro
718,25-10-2025,19:34,19:39,5,Designing,Repetitive,Medium,Low,Internal,Social Media Alert,Pet,High,Neutral,High,7.1,After Meal,Library,Moderate,Dim,Hot,1,Ignored Phone,No,Minor,7,41,Medium
719,19-10-2025,16:41,16:59,18,Designing,High-Focus,Medium,Medium,External,Multitasking,Colleague,High,Anxious,Medium,3.8,Caffeinated,Café,Loud,Dim,Comfortable,14,Continued Task,Yes,Moderate,149,11,Micro
720,12-10-2025,21:48,21:53,5,Designing,Creative,Easy,Low,External,Noise,Digital,High,Stressed,Low,8.1,Hungry,Library,Quiet,Normal,Comfortable,5,Continued Task,No,Major,85,43,Major
721,19-10-2025,19:50,19:55,5,Writing,Passive,Easy,High,External,Notification,Pet,Medium,Stressed,Low,5.8,Hungry,Library,Loud,Dim,Hot,9,Ignored Phone,Yes,Minor,91,1,Medium
722,24-10-2025,08:08,08:17,9,Meeting,Passive,Hard,High,Internal,Noise,Noise,High,Anxious,Medium,5.5,After Meal,Library,Quiet,Bright,Hot,1,Break,Yes,Moderate,8,27,Major
723,17-10-2025,17:34,17:42,8,Browsing,Passive,Medium,High,Internal,Boredom,Mental,Medium,Calm,Medium,6.3,Caffeinated,Lab,Quiet,Normal,Cold,6,Short Walk,No,Major,53,19,Medium
724,24-10-2025,15:38,15:47,9,Meeting,High-Focus,Hard,Medium,External,Social Media,Mental,Medium,Stressed,Medium,4.6,Fasting,cafe,Moderate,Normal,Cold,3,Coffee,Yes,Major,60,43,Micro
725,24-10-2025,21:50,21:52,2,Meeting,High-Focus,Medium,High,Internal,Phone Vibration,Noise,High,Anxious,Low,5.1,Hungry,Library,Moderate,Dim,Hot,6,Coffee,Yes,Minor,60,44,Medium
726,15-10-2025,14:46,14:59,13,Studying,Passive,Easy,High,External,Phone Call,Physical,High,Anxious,Low,3.8,Normal,Home,Loud,Dim,Comfortable,11,Ignored Phone,Yes,None,4,1,Micro
727,21-10-2025,10:32,10:43,11,Browsing,Passive,Medium,Medium,External,Multitasking,Background Music,Low,Calm,High,7.4,Hungry,Home,Moderate,Bright,Hot,7,Continued Task,Yes,Major,54,21,Micro
728,21-10-2025,06:54,07:06,12,Browsing,High-Focus,Medium,Medium,External,Multitasking,Pet,Medium,Stressed,Low,6.2,Normal,Lab,Moderate,Normal,Hot,11,Break,No,None,24,34,Medium
729,24-10-2025,22:50,23:02,12,Meeting,Creative,Medium,High,External,Phone Ping,Internal Worry,High,Calm,High,6.6,Just Ate,Lab,Quiet,Dim,Cold,4,Music,Yes,Major,0,6,Major
730,14-10-2025,10:06,10:20,14,Reading,Repetitive,Medium,Low,External,Phone Vibration,Colleague,Low,Anxious,Low,8.1,Just Ate,Lab,Loud,Dim,Cold,13,Coffee,No,Major,27,1,Medium
731,20-10-2025,08:34,08:45,11,Coding,Passive,Medium,Medium,Internal,Multitasking,Roommate Noise,High,Bored,Low,8.2,Normal,Outdoors,Loud,Bright,Hot,3,Coffee,Yes,Moderate,0,57,Medium
732,13-10-2025,07:50,08:06,16,Designing,Repetitive,Medium,High,External,Social Media,Colleague,Medium,Stressed,High,5.5,Caffeinated,Café,Moderate,Bright,Cold,7,Coffee,Yes,None,15,17,Medium
733,12-10-2025,08:22,08:34,12,Meeting,High-Focus,Easy,Low,Internal,Notification,Phone,High,Anxious,Medium,6.4,Hungry,Café,Moderate,Bright,Comfortable,2,Coffee,No,Moderate,31,54,Micro
734,12-10-2025,06:54,07:06,12,Studying,Passive,Easy,High,Internal,Notification,Phone,Low,Stressed,Medium,4.5,Normal,Home,Moderate,Bright,Comfortable,7,Music,No,None,38,20,Micro
735,16-10-2025,10:05,10:14,9,Browsing,Repetitive,Medium,High,Internal,Daydreaming,Digital,High,Neutral,High,5.4,Normal,Café,Moderate,Dim,Cold,2,Music,Yes,Major,38,61,Major
736,25-10-2025,16:19,16:27,8,Writing,Creative,Hard,High,External,Daydreaming,Phone,Low,Stressed,Medium,6.0,Normal,Library,Moderate,Bright,Cold,2,Short Walk,Yes,Minor,8,41,Medium
737,20-10-2025,20:44,21:08,24,Meeting,Passive,Hard,Medium,Internal,Social Media Alert,Internal Worry,Low,Tired,Low,4.2,Caffeinated,Office,Loud,Bright,Comfortable,1,Music,No,Minor,57,50,Micro
738,20-10-2025,16:49,16:53,4,Browsing,High-Focus,Easy,Medium,External,Notification,Noise,High,Tired,Medium,5.8,Hungry,Outdoors,Quiet,Normal,Hot,8,Ignored Phone,Yes,Moderate,0,53,Medium
739,18-10-2025,09:13,09:16,3,Planning,High-Focus,Hard,Low,External,Phone Ping,Mental,Low,Calm,Low,3.0,Just Ate,Library,Loud,Bright,Hot,10,Break,No,None,33,40,Micro
740,21-10-2025,07:46,08:02,16,Browsing,Passive,Medium,High,External,Person Talking,Environment,Medium,Calm,Low,4.1,After Meal,Office,Moderate,Bright,Comfortable,1,Music,Yes,None,62,1,Medium
741,20-10-2025,07:44,08:00,16,Writing,Repetitive,Medium,High,Internal,Phone Call,Digital,Low,Tired,Low,9.4,Hungry,Outdoors,Quiet,Normal,Comfortable,9,Meditation,No,Minor,46,37,Major
742,12-10-2025,20:16,20:22,6,Studying,Creative,Hard,Low,Internal,Notification,Noise,Low,Neutral,Low,7.1,Fasting,Café,Quiet,Normal,Hot,1,Music,No,Moderate,34,26,Major
743,24-10-2025,09:15,09:24,9,Writing,High-Focus,Easy,High,Internal,Phone Call,Mental,Low,Neutral,Low,3.7,Hungry,cafe,Loud,Bright,Hot,6,Ignored Phone,Yes,Minor,43,39,Medium
744,22-10-2025,09:28,09:43,15,Meeting,Passive,Medium,High,External,Multitasking,Self-thoughts,Medium,Bored,High,5.5,Caffeinated,cafe,Moderate,Normal,Comfortable,8,Ignored Phone,Yes,None,69,26,Micro
745,17-10-2025,16:27,16:36,9,Planning,High-Focus,Hard,High,Internal,Daydreaming,Roommate Noise,Medium,Anxious,Medium,5.2,Caffeinated,Café,Loud,Bright,Hot,10,Music,Yes,Major,48,10,Micro
746,19-10-2025,13:19,13:30,11,Browsing,Passive,Easy,Low,External,Boredom,Phone,Low,Calm,High,5.0,Just Ate,Lab,Loud,Normal,Cold,1,Short Walk,No,Major,30,30,Medium
747,25-10-2025,11:14,11:24,10,Planning,High-Focus,Easy,Medium,External,Phone Ping,Mental,High,Stressed,High,4.4,Caffeinated,Library,Loud,Dim,Hot,4,Continued Task,No,None,8,38,Medium
748,25-10-2025,07:17,07:23,6,Writing,Passive,Medium,High,Internal,Hunger,Environment,High,Tired,Medium,4.5,Just Ate,Lab,Quiet,Bright,Hot,1,Continued Task,No,Major,98,1,Micro
749,14-10-2025,16:11,16:22,11,Browsing,Creative,Easy,High,Internal,Slack Notification,Self-thoughts,High,Happy,Medium,3.0,Just Ate,Home,Loud,Dim,Cold,2,Music,No,Moderate,10,18,Medium
750,22-10-2025,16:33,16:39,6,Designing,Creative,Medium,Low,External,Phone Ping,Colleague,Low,Calm,Low,7.9,Normal,Library,Loud,Bright,Cold,1,Coffee,Yes,Moderate,105,23,Medium
751,18-10-2025,11:31,11:38,7,Meeting,High-Focus,Hard,Medium,External,Hunger,Self-thoughts,Medium,Happy,Medium,8.9,After Meal,Lab,Loud,Dim,Comfortable,6,Break,No,Minor,46,45,Medium
752,14-10-2025,09:09,09:23,14,Reading,Repetitive,Easy,Low,External,Social Media,Internet,High,Bored,High,7.0,After Meal,Office,Moderate,Bright,Hot,13,Ignored Phone,Yes,None,41,48,Major
753,21-10-2025,18:24,18:41,17,Meeting,Repetitive,Hard,High,External,Fatigue,Pet,High,Bored,Medium,5.8,Just Ate,Lab,Quiet,Normal,Comfortable,2,Continued Task,Yes,Minor,68,28,Micro
754,13-10-2025,20:35,20:43,8,Writing,Creative,Easy,High,Internal,Random Thought,Environment,Low,Stressed,High,5.1,Fasting,Library,Moderate,Normal,Hot,13,Break,Yes,Major,57,12,Medium
755,24-10-2025,20:08,20:28,20,Studying,Repetitive,Easy,Medium,Internal,Boredom,Environment,Low,Tired,Low,8.0,Hungry,Office,Moderate,Normal,Cold,5,Ignored Phone,Yes,Major,6,17,Micro
756,22-10-2025,15:45,16:00,15,Studying,Repetitive,Medium,Low,Internal,Social Media,Environment,High,Bored,High,5.9,Caffeinated,Home,Moderate,Dim,Comfortable,3,Ignored Phone,Yes,None,39,53,Major
757,20-10-2025,18:29,18:41,12,Designing,Passive,Medium,Medium,External,Hunger,Self-thoughts,Low,Tired,Medium,4.5,Caffeinated,Lab,Quiet,Bright,Hot,9,Coffee,Yes,Minor,59,61,Major
758,16-10-2025,20:07,20:25,18,Designing,High-Focus,Easy,Low,Internal,Noise,Mental,Medium,Stressed,High,8.5,After Meal,Café,Moderate,Dim,Comfortable,1,Music,Yes,Major,69,53,Micro
759,15-10-2025,13:46,13:55,9,Reading,Passive,Medium,Medium,External,Notification,Digital,Low,Calm,High,7.1,Fasting,cafe,Quiet,Normal,Cold,6,Music,No,Minor,9,57,Micro
760,20-10-2025,17:32,17:42,10,Writing,High-Focus,Hard,Low,External,Person Talking,Internet,Low,Anxious,Low,7.3,Normal,Lab,Loud,Normal,Hot,6,Music,No,None,6,44,Medium
761,16-10-2025,07:17,07:19,2,Coding,Creative,Easy,High,External,Social Media,Background Music,Medium,Calm,High,6.6,Hungry,cafe,Quiet,Bright,Comfortable,8,Music,No,Major,69,32,Medium
762,22-10-2025,14:03,14:14,11,Browsing,Repetitive,Easy,High,Internal,Person Talking,Mental,Low,Stressed,High,4.0,Hungry,Library,Loud,Dim,Comfortable,8,Break,No,None,72,34,Major
763,21-10-2025,07:01,07:22,21,Reading,Creative,Medium,Low,Internal,Multitasking,Mental,Medium,Bored,Medium,6.6,Just Ate,Library,Quiet,Bright,Cold,8,Coffee,Yes,Major,51,16,Major
764,13-10-2025,17:21,17:24,3,Reading,Repetitive,Easy,Medium,Internal,Person Talking,Internet,Low,Stressed,High,8.4,Caffeinated,cafe,Moderate,Bright,Hot,1,Ignored Phone,No,Moderate,64,59,Major
